,Insult,Date,Comment,Comment_stemmed,Comment constructed,comment length,sentences length,max length
1211,0,," He is not an Isolationist .  He just does not want a foreign policy that ends in America stomping all over the world like Babylonians .  Only RON PAUL will defend Israel when they blow up Iran is nuclear sites just like only RON PAUL defended Israel when they blew up Iraq is nuclear sites .  Ron Paul is hardly an isolationist ,  he just recognizes a lot of tough truths about America is foreign policy that the self righteous warmongers just can not seem to swallow .  ","he is not an isolationist . he just doe not want a foreign polici that end in america stomp all over the world like babylonian . onli ron paul will defend israel when they blow up iran is nuclear site just like onli ron paul defend israel when they blew up iraq is nuclear site . ron paul is hard an isolationist , he just recogn a lot of tough truth about america is foreign polici that the self righteous warmong just can not seem to swallow .","['He is not an Isolationist', 'He just does not want a foreign policy that ends in America stomping all over the world like Babylonians', 'Only RON PAUL will defend Israel when they blow up Iran is nuclear sites just like only RON PAUL defended Israel when they blew up Iraq is nuclear sites', 'Ron Paul is hardly an isolationist he just recognizes a lot of tough truths about America is foreign policy that the self righteous warmongers just can not seem to swallow']",4,"[5, 19, 29, 30]",30
1212,0,20120611223754Z, Oh Pops you must really really be enamoured with Bill you naughty boy you ,oh pop you must realli realli be enamour with bill you naughti boy you,['Oh Pops you must really really be enamoured with Bill you naughty boy you'],1,[14],14
1213,0,," We could start a media blitz like they did with the drug campaign .  You know ,  the one . . . this is your brain ,  this is . . . . We could show pictures of Pelosi and say . . . this is your bomb vest . . . here\ is your reward when you blow yourself up .  ","we could start a media blitz like they did with the drug campaign . you know , the one . . . this is your brain , this is . . . . we could show pictur of pelosi and say . . . this is your bomb vest . . . here\ is your reward when you blow yourself up .","['We could start a media blitz like they did with the drug campaign', 'You know the one', 'this is your brain this is', 'We could show pictures of Pelosi and say', 'this is your bomb vest', 'here is your reward when you blow yourself up']",6,"[13, 4, 6, 8, 5, 9]",13
1214,1,20120527201228Z," Nice use of vulgarity attached to a teen ;  you have real internet muscles .  Nice racist screen name too ,  if a male you fit the bill as a female nick name .  Disgusting ;  no way that you are a patriotic conservative .  ","nice use of vulgar attach to a teen ; you have real internet muscl . nice racist screen name too , if a male you fit the bill as a femal nick name . disgust ; no way that you are a patriot conserv .","['Nice use of vulgarity attached to a teen', 'you have real internet muscles', 'Nice racist screen name too if a male you fit the bill as a female nick name', 'Disgusting', 'no way that you are a patriotic conservative']",5,"[8, 5, 17, 1, 8]",17
1215,0,," Child fails to pull plug out of the wall as its glued in !  Child fails to push chair to counter as there is an adult in the room !  (no children in the kitchen without an adult present and a locked gate) See above for the oven Middle child runs off ,  Can t get into the kitchen,Can t get to any cupboards with bleach in ,  Can t unplug anything ,  only has access to family rooms .  There are also no hanging leads,blind pulls etc in any of the family rooms That way I do not have to beat my children (and yes I do count a smack) Using your logic I should come and beat you until you learn how to take simple safety precautions and remember that life is about managing risk not removing it as thats impossible .  ","child fail to pull plug out of the wall as it glu in ! child fail to push chair to counter as there is an adult in the room ! (no children in the kitchen without an adult present and a lock gate) see abov for the oven middl child run off , can t get into the kitchen,can t get to ani cupboard with bleach in , can t unplug anyth , onli has access to famili room . there are also no hang leads,blind pull etc in ani of the famili room that way i do not have to beat my children (and yes i do count a smack) use your logic i should come and beat you until you learn how to take simpl safeti precaut and rememb that life is about manag risk not remov it as that imposs .","['Child fails to pull plug out of the wall as its glued in', 'Child fails to push chair to counter as there is an adult in the room', 'no children in the kitchen without an adult present and a locked gate', 'See above for the oven Middle child runs off Can t get into the kitchen Can t get to any cupboards with bleach in Can t unplug anything only has access to family rooms', 'There are also no hanging leads blind pulls etc in any of the family rooms That way I do not have to beat my children', 'and yes I do count a smack', 'Using your logic I should come and beat you until you learn how to take simple safety precautions and remember that life is about managing risk not removing it as thats impossible']",7,"[13, 15, 13, 34, 25, 7, 32]",34
1216,0,20120610032841Z," People think the Yankees are scary ,  but nothing is as scary as the Iraq Lobster .  _url_ com/watch?v=AiDR3ZVZso4 ","peopl think the yanke are scari , but noth is as scari as the iraq lobster . _url_ com/watch?v=aidr3zvzso4","['People think the Yankees are scary but nothing is as scary as the Iraq Lobster', '_url_ com watch', 'v AiDR3ZVZso4']",3,"[15, 3, 2]",15
1217,0,," Yeah well done wenger,now van persie will leave for sure ,  the ox will want to go and no one will want to join our club because your such a muppett ! The ox was running like a mad man we didnt see any sign of an injury ?  your talking out of your ars again !  Pack your bags your sacked !!  ","yeah well done wenger,now van persi will leav for sure , the ox will want to go and no one will want to join our club becaus your such a muppett ! the ox was run like a mad man we didnt see ani sign of an injuri ? your talk out of your ar again ! pack your bag your sack !!","['Yeah well done wenger now van persie will leave for sure the ox will want to go and no one will want to join our club because your such a muppett', 'The ox was running like a mad man we didnt see any sign of an injury', 'your talking out of your ars again', 'Pack your bags your sacked']",4,"[31, 16, 7, 5]",31
1218,0,, _hashtag_ _url_ ,_hashtag_ _url_,['_hashtag_ _url_'],1,[2],2
1219,1,20120530023731Z, How was that not a strike you buffoon ?  ,how was that not a strike you buffoon ?,['How was that not a strike you buffoon'],1,[8],8
1220,0,20120502171911Z," Moral of the story :  When defending your family ,  property ,  and self against a prowler ,  shoot to kill so they can not come back and sue you .  ","moral of the stori : when defend your famili , properti , and self against a prowler , shoot to kill so they can not come back and sue you .","['Moral of the story', 'When defending your family property and self against a prowler shoot to kill so they can not come back and sue you']",2,"[4, 22]",22
1221,0,20120619201706Z, Allan Evans..some who actually pay to see you ..  More fool them if they disagree with his tax status .  ,allan evans..som who actual pay to see you .. more fool them if they disagre with his tax status .,"['Allan Evans', 'some who actually pay to see you', 'More fool them if they disagree with his tax status']",3,"[2, 7, 10]",10
1222,0,20120610081532Z, ROFLMAO !  Surely you jest !  8===========D Okay I am out of here ..  ,roflmao ! sure you jest ! 8===========d okay i am out of here ..,"['ROFLMAO', 'Surely you jest', '8 D Okay I am out of here']",3,"[1, 3, 8]",8
1223,0,20120515204051Z," Where are your two pussy friends ,  lez and dogballs ?  ","where are your two pussi friend , lez and dogbal ?",['Where are your two pussy friends lez and dogballs'],1,[9],9
1224,0,20120612000156Z," NobodyKnows ,  from your mouth to God is ear .  yours ,  satx ","nobodyknow , from your mouth to god is ear . your , satx","['NobodyKnows from your mouth to God is ear', 'yours satx']",2,"[8, 2]",8
1225,1,20120530054358Z, SHUT UP YOU DUMBASS BITCH YOU ARE DIRTY BROWN WATER TRASH ,shut up you dumbass bitch you are dirti brown water trash,['SHUT UP YOU DUMBASS BITCH YOU ARE DIRTY BROWN WATER TRASH'],1,[11],11
1226,0,20120619052850Z, courtt239 I am a cat no shit your dog doesn t like me ,courtt239 i am a cat no shit your dog doesn t like me,['courtt239 I am a cat no shit your dog doesn t like me'],1,[13],13
1227,0,20120529162753Z, Me?..I am innocent..ask Sthrnchckxs .  ,me?..i am innocent..ask sthrnchckxs .,"['Me', 'I am innocent', 'ask Sthrnchckxs']",3,"[1, 3, 2]",3
1228,0,20120528185339Z, Och vad r den reella skillnaden mot p beln d r mer precist ?  ,och vad r den reella skillnaden mot p beln d r mer precist ?,['Och vad r den reella skillnaden mot p beln d r mer precist'],1,[13],13
1229,0,20120612140504Z, He is never looked into McKenna is spending spree .  Such as the shiny new storefront offices the AG rents at exorbitant rates from buddy Putnam in Tacoma .  This has nothing to do with republican/democrat .  It is all about buddies having each other is back and making well for themselves the definition of corruption and collusion .  ,he is never look into mckenna is spend spree . such as the shini new storefront offic the ag rent at exorbit rate from buddi putnam in tacoma . this has noth to do with republican/democrat . it is all about buddi have each other is back and make well for themselv the definit of corrupt and collus .,"['He is never looked into McKenna is spending spree', 'Such as the shiny new storefront offices the AG rents at exorbitant rates from buddy Putnam in Tacoma', 'This has nothing to do with republican democrat', 'It is all about buddies having each other is back and making well for themselves the definition of corruption and collusion']",4,"[9, 18, 8, 21]",21
1230,0,20120530115933Z, well he was the greatest Yankees Manager ever ,well he was the greatest yanke manag ever,['well he was the greatest Yankees Manager ever'],1,[8],8
1231,0,20120610151609Z, Kelly made Idol .  They owe her as much as she owes them .  She is an international superstar because of her voice and hard work not because of Idol .  Kelly would have been famous with or without Idol because she lives for music and has a gift from God .  ,kelli made idol . they owe her as much as she owe them . she is an intern superstar becaus of her voic and hard work not becaus of idol . kelli would have been famous with or without idol becaus she live for music and has a gift from god .,"['Kelly made Idol', 'They owe her as much as she owes them', 'She is an international superstar because of her voice and hard work not because of Idol', 'Kelly would have been famous with or without Idol because she lives for music and has a gift from God']",4,"[3, 9, 16, 20]",20
1232,1,20120612120506Z, Well is not you phucking special .  It is easy to have all those things when your still living in your mother is basement .  LOSER ,well is not you phuck special . it is easi to have all those thing when your still live in your mother is basement . loser,"['Well is not you phucking special', 'It is easy to have all those things when your still living in your mother is basement', 'LOSER']",3,"[6, 17, 1]",17
1233,0,, is it april 1st ??  ,is it april 1st ??,['is it april 1st'],1,[4],4
1234,1,," F uck off loser colon cowboy .  Go back to your boyfriend is filthy ,  dirty ,  hair ,  bacteria infested ass hole and hope that when you pull your c ock out it is not too brown .  Or does someone else is s hit on your cock turn you on .  You and your type are sick ,  disgusting perverts .  ","f uck off loser colon cowboy . go back to your boyfriend is filthi , dirti , hair , bacteria infest ass hole and hope that when you pull your c ock out it is not too brown . or doe someon els is s hit on your cock turn you on . you and your type are sick , disgust pervert .","['F uck off loser colon cowboy', 'Go back to your boyfriend is filthy dirty hair bacteria infested ass hole and hope that when you pull your c ock out it is not too brown', 'Or does someone else is s hit on your cock turn you on', 'You and your type are sick disgusting perverts']",4,"[6, 28, 13, 8]",28
